family,cluster_id,panel_id,scheduled_agent,attempted_updates,valid_fraction,belief_switch_rate,action_switch_rate,mean_confidence,mean_neighbor_field,message_delivery_rate,mean_workload_change
collective_network,collective_n16_modular_k0.80_t0.85_g1,collective_n16_modular_k0.80_t0.85_g1_a0.80_transpose,9,6,1.0,0.0,0.0,0.6,0.3333333333333333,1.0,0.0
collective_network,collective_n16_modular_k0.80_t0.85_g1,collective_n16_modular_k0.80_t0.85_g1_a0.80_transpose,10,6,1.0,0.0,0.0,0.6533333333333334,0.3333333333333333,1.0,0.0
collective_network,collective_n16_modular_k0.80_t0.85_g1,collective_n16_modular_k0.80_t0.85_g1_a0.80_transpose,11,6,1.0,0.0,0.0,0.6,-0.8333333333333334,1.0,0.0
collective_network,collective_n16_modular_k0.80_t0.85_g1,collective_n16_modular_k0.80_t0.85_g1_a0.80_transpose,12,6,1.0,0.0,0.0,0.7000000000000001,0.2222222222222222,1.0,0.0
collective_network,collective_n16_modular_k0.80_t0.85_g1,collective_n16_modular_k0.80_t0.85_g1_a0.80_transpose,13,6,1.0,0.0,0.0,0.7166666666666667,0.16666666666666666,1.0,0.0
collective_network,collective_n16_modular_k0.80_t0.85_g1,collective_n16_modular_k0.80_t0.85_g1_a0.80_transpose,14,6,1.0,0.16666666666666666,0.3333333333333333,0.65,0.6666666666666666,1.0,0.0
collective_network,collective_n16_modular_k0.80_t0.85_g1,collective_n16_modular_k0.80_t0.85_g1_a0.80_transpose,15,6,1.0,0.0,0.0,0.7416666666666667,0.6666666666666666,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.00_reciprocal,0,6,1.0,0.0,0.0,0.7000000000000001,0.3333333333333333,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.00_reciprocal,1,6,1.0,0.0,0.0,0.6249999999999999,0.5,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.00_reciprocal,2,6,1.0,0.16666666666666666,0.3333333333333333,0.65,-0.16666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.00_reciprocal,3,6,1.0,0.3333333333333333,0.3333333333333333,0.6333333333333333,-0.6666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.00_reciprocal,4,6,1.0,0.16666666666666666,0.3333333333333333,0.6166666666666666,-0.16666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.00_reciprocal,5,6,1.0,0.0,0.0,0.7000000000000001,0.08333333333333333,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.00_reciprocal,6,6,1.0,0.0,0.0,0.65,-0.16666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.00_reciprocal,7,6,1.0,0.16666666666666666,0.16666666666666666,0.65,0.6666666666666666,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.00_reciprocal,8,6,1.0,0.0,0.0,0.65,0.8333333333333334,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.00_reciprocal,9,6,1.0,0.0,0.0,0.6333333333333333,0.0,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.00_reciprocal,10,6,1.0,0.0,0.0,0.6,0.16666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.00_reciprocal,11,6,1.0,0.0,0.0,0.6,-0.4166666666666667,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.00_reciprocal,12,6,1.0,0.0,0.16666666666666666,0.5166666666666667,-0.6666666666666666,1.0,0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.00_reciprocal,13,6,1.0,0.16666666666666666,0.3333333333333333,0.5833333333333334,0.3333333333333333,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.00_reciprocal,14,6,1.0,0.16666666666666666,0.16666666666666666,0.7000000000000001,0.3333333333333333,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.00_reciprocal,15,6,1.0,0.16666666666666666,0.16666666666666666,0.7000000000000001,0.3333333333333333,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_forward,0,6,1.0,0.0,0.0,0.7000000000000001,0.5,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_forward,1,6,1.0,0.0,0.0,0.6249999999999999,0.3333333333333333,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_forward,2,6,1.0,0.16666666666666666,0.3333333333333333,0.65,-0.16666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_forward,3,6,1.0,0.3333333333333333,0.3333333333333333,0.6333333333333333,-0.6666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_forward,4,6,1.0,0.16666666666666666,0.3333333333333333,0.6166666666666666,0.0,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_forward,5,6,1.0,0.0,0.0,0.7000000000000001,0.16666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_forward,6,6,1.0,0.0,0.0,0.65,-0.3333333333333333,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_forward,7,6,1.0,0.16666666666666666,0.16666666666666666,0.65,0.6666666666666666,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_forward,8,6,1.0,0.0,0.0,0.65,0.8333333333333334,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_forward,9,6,1.0,0.0,0.0,0.65,0.16666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_forward,10,6,1.0,0.0,0.0,0.6,0.3333333333333333,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_forward,11,6,1.0,0.0,0.0,0.6,-0.25,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_forward,12,6,1.0,0.0,0.16666666666666666,0.5166666666666667,-0.3333333333333333,1.0,0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_forward,13,6,1.0,0.16666666666666666,0.3333333333333333,0.6333333333333334,0.0,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_forward,14,6,1.0,0.0,0.0,0.7000000000000001,-0.16666666666666666,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_forward,15,6,1.0,0.16666666666666666,0.16666666666666666,0.7000000000000001,0.8333333333333334,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_transpose,0,6,1.0,0.0,0.0,0.7000000000000001,0.16666666666666666,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_transpose,1,6,1.0,0.0,0.0,0.6249999999999999,0.5,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_transpose,2,6,1.0,0.16666666666666666,0.3333333333333333,0.65,-0.16666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_transpose,3,6,1.0,0.3333333333333333,0.3333333333333333,0.6333333333333333,-0.5,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_transpose,4,6,1.0,0.16666666666666666,0.3333333333333333,0.625,-0.3333333333333333,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_transpose,5,6,1.0,0.0,0.0,0.7000000000000001,0.25,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_transpose,6,6,1.0,0.0,0.0,0.6116666666666667,-0.3333333333333333,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_transpose,7,6,1.0,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_transpose,8,6,1.0,0.0,0.0,0.6416666666666666,0.8333333333333334,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_transpose,9,6,1.0,0.0,0.0,0.6249999999999999,-0.3333333333333333,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_transpose,10,6,1.0,0.0,0.0,0.6,0.16666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_transpose,11,6,1.0,0.0,0.0,0.6,-0.16666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_transpose,12,6,1.0,0.0,0.16666666666666666,0.5166666666666667,-0.6666666666666666,1.0,0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_transpose,13,6,1.0,0.16666666666666666,0.3333333333333333,0.5833333333333334,0.3333333333333333,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_transpose,14,6,1.0,0.16666666666666666,0.16666666666666666,0.7000000000000001,0.3333333333333333,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.20_transpose,15,6,1.0,0.16666666666666666,0.16666666666666666,0.7000000000000001,0.3333333333333333,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_forward,0,6,1.0,0.0,0.0,0.6650000000000001,0.5,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_forward,1,6,1.0,0.0,0.0,0.6,0.6666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_forward,2,6,1.0,0.16666666666666666,0.3333333333333333,0.65,-0.3333333333333333,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_forward,3,6,1.0,0.3333333333333333,0.3333333333333333,0.6333333333333333,-0.8333333333333334,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_forward,4,6,1.0,0.0,0.0,0.6516666666666667,0.16666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_forward,5,6,1.0,0.0,0.0,0.7000000000000001,-0.5,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_forward,6,6,1.0,0.0,0.0,0.65,-0.5,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_forward,7,6,1.0,0.16666666666666666,0.16666666666666666,0.6416666666666666,0.6666666666666666,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_forward,8,6,1.0,0.0,0.0,0.6416666666666666,0.6666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_forward,9,6,1.0,0.0,0.0,0.6333333333333333,0.5,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_forward,10,6,1.0,0.0,0.0,0.6,0.5,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_forward,11,6,1.0,0.0,0.0,0.6166666666666666,-0.75,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_forward,12,6,1.0,0.0,0.16666666666666666,0.55,-0.6666666666666666,1.0,0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_forward,13,6,1.0,0.16666666666666666,0.3333333333333333,0.5416666666666666,0.0,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_forward,14,6,1.0,0.0,0.0,0.7000000000000001,0.0,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_forward,15,6,1.0,0.16666666666666666,0.16666666666666666,0.7000000000000001,0.8333333333333334,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_transpose,0,6,1.0,0.16666666666666666,0.16666666666666666,0.7000000000000001,0.16666666666666666,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_transpose,1,6,1.0,0.0,0.0,0.6416666666666666,0.0,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_transpose,2,6,1.0,0.16666666666666666,0.3333333333333333,0.6833333333333332,0.0,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_transpose,3,6,1.0,0.0,0.0,0.6,-0.16666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_transpose,4,6,1.0,0.16666666666666666,0.3333333333333333,0.6333333333333333,-0.6666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_transpose,5,6,1.0,0.0,0.0,0.7000000000000001,0.5,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_transpose,6,6,1.0,0.0,0.0,0.6466666666666666,0.16666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_transpose,7,6,1.0,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.8333333333333334,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_transpose,8,6,1.0,0.0,0.0,0.6349999999999999,0.8333333333333334,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_transpose,9,6,1.0,0.0,0.0,0.6233333333333333,-0.5,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_transpose,10,6,1.0,0.0,0.0,0.6333333333333333,0.0,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_transpose,11,6,1.0,0.0,0.0,0.6416666666666666,-0.3333333333333333,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_transpose,12,6,1.0,0.0,0.16666666666666666,0.5166666666666667,-0.6666666666666666,1.0,0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_transpose,13,6,1.0,0.16666666666666666,0.3333333333333333,0.5833333333333334,0.6666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_transpose,14,6,1.0,0.0,0.0,0.7000000000000001,0.5,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.50_transpose,15,6,1.0,0.16666666666666666,0.3333333333333333,0.65,0.6666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_forward,0,6,1.0,0.0,0.0,0.6650000000000001,0.6666666666666666,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_forward,1,6,1.0,0.0,0.0,0.65,0.8333333333333334,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_forward,2,6,1.0,0.16666666666666666,0.3333333333333333,0.65,-0.5,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_forward,3,6,1.0,0.3333333333333333,0.3333333333333333,0.6333333333333333,-0.8333333333333334,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_forward,4,6,1.0,0.0,0.0,0.7000000000000001,0.3333333333333333,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_forward,5,6,1.0,0.0,0.0,0.7000000000000001,-0.5,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_forward,6,6,1.0,0.0,0.0,0.65,-0.6666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_forward,7,6,1.0,0.16666666666666666,0.16666666666666666,0.65,0.6666666666666666,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_forward,8,6,1.0,0.0,0.0,0.65,0.6666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_forward,9,6,1.0,0.0,0.0,0.65,0.6666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_forward,10,6,1.0,0.0,0.0,0.6,0.6666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_forward,11,6,1.0,0.0,0.0,0.6216666666666667,-0.8333333333333334,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_forward,12,6,1.0,0.0,0.0,0.5083333333333333,-0.6666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_forward,13,6,1.0,0.16666666666666666,0.3333333333333333,0.6416666666666666,-0.5,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_forward,14,6,1.0,0.0,0.0,0.7000000000000001,-0.3333333333333333,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_forward,15,6,1.0,0.16666666666666666,0.16666666666666666,0.7000000000000001,0.8333333333333334,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_transpose,0,6,1.0,0.0,0.0,0.7000000000000001,-0.16666666666666666,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_transpose,1,6,1.0,0.0,0.0,0.6416666666666666,-0.16666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_transpose,2,6,1.0,0.16666666666666666,0.3333333333333333,0.6833333333333332,0.5,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_transpose,3,6,1.0,0.0,0.0,0.6333333333333333,-0.3333333333333333,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_transpose,4,6,1.0,0.16666666666666666,0.3333333333333333,0.6333333333333333,-1.0,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_transpose,5,6,1.0,0.0,0.0,0.7000000000000001,0.6666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_transpose,6,6,1.0,0.0,0.0,0.6466666666666666,0.5,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_transpose,7,6,1.0,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.8333333333333334,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_transpose,8,6,1.0,0.0,0.0,0.6,0.6666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_transpose,9,6,1.0,0.0,0.0,0.6,-0.6666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_transpose,10,6,1.0,0.0,0.0,0.6083333333333333,-0.5,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_transpose,11,6,1.0,0.0,0.0,0.6166666666666666,0.0,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_transpose,12,6,1.0,0.0,0.16666666666666666,0.5166666666666666,-0.16666666666666666,1.0,0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_transpose,13,6,1.0,0.16666666666666666,0.3333333333333333,0.6166666666666666,0.6666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_transpose,14,6,1.0,0.0,0.0,0.7000000000000001,0.5,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g0,collective_n16_ring_k0.35_t0.50_g0_a0.80_transpose,15,6,1.0,0.16666666666666666,0.16666666666666666,0.7000000000000001,0.8333333333333334,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g1,collective_n16_ring_k0.35_t0.50_g1_a0.00_reciprocal,0,6,1.0,0.16666666666666666,0.16666666666666666,0.75,0.0,1.0,-0.16666666666666666
collective_network,collective_n16_ring_k0.35_t0.50_g1,collective_n16_ring_k0.35_t0.50_g1_a0.00_reciprocal,1,6,1.0,0.0,0.0,0.7000000000000001,-0.3333333333333333,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g1,collective_n16_ring_k0.35_t0.50_g1_a0.00_reciprocal,2,6,1.0,0.0,0.0,0.6,0.16666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g1,collective_n16_ring_k0.35_t0.50_g1_a0.00_reciprocal,3,6,1.0,0.16666666666666666,0.3333333333333333,0.5666666666666668,-0.3333333333333333,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g1,collective_n16_ring_k0.35_t0.50_g1_a0.00_reciprocal,4,6,1.0,0.0,0.0,0.6,-0.5833333333333334,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g1,collective_n16_ring_k0.35_t0.50_g1_a0.00_reciprocal,5,6,1.0,0.0,0.0,0.65,0.6666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g1,collective_n16_ring_k0.35_t0.50_g1_a0.00_reciprocal,6,6,1.0,0.0,0.0,0.5833333333333334,0.0,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g1,collective_n16_ring_k0.35_t0.50_g1_a0.00_reciprocal,7,6,1.0,0.16666666666666666,0.3333333333333333,0.6416666666666666,0.8333333333333334,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g1,collective_n16_ring_k0.35_t0.50_g1_a0.00_reciprocal,8,6,1.0,0.0,0.0,0.6166666666666666,0.0,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g1,collective_n16_ring_k0.35_t0.50_g1_a0.00_reciprocal,9,6,1.0,0.0,0.0,0.6,0.5,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g1,collective_n16_ring_k0.35_t0.50_g1_a0.00_reciprocal,10,6,1.0,0.0,0.0,0.6,-0.6666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g1,collective_n16_ring_k0.35_t0.50_g1_a0.00_reciprocal,11,6,1.0,0.0,0.0,0.6166666666666666,0.3333333333333333,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g1,collective_n16_ring_k0.35_t0.50_g1_a0.00_reciprocal,12,6,1.0,0.16666666666666666,0.3333333333333333,0.65,0.16666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g1,collective_n16_ring_k0.35_t0.50_g1_a0.00_reciprocal,13,6,1.0,0.0,0.0,0.5666666666666668,-0.9166666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g1,collective_n16_ring_k0.35_t0.50_g1_a0.00_reciprocal,14,6,1.0,0.0,0.0,0.6166666666666666,0.16666666666666666,1.0,0.0
collective_network,collective_n16_ring_k0.35_t0.50_g1,collective_n16_ring_k0.35_t0.50_g1_a0.00_reciprocal,15,6,1.0,0.0,0.0,0.65,0.3333333333333333,1.0,0.0
