sender,recipient,messages
UTL-00-zone_operator,UTL-01-crew_dispatch,48
UTL-00-zone_operator,UTL-02-cyber_defense,50
UTL-00-zone_operator,UTL-04-resource_allocation,52
UTL-01-crew_dispatch,UTL-00-zone_operator,88
UTL-01-crew_dispatch,UTL-04-resource_allocation,78
UTL-01-crew_dispatch,UTL-06-zone_operator,78
UTL-01-crew_dispatch,UTL-11-critical_load,80
UTL-02-cyber_defense,UTL-00-zone_operator,61
UTL-02-cyber_defense,UTL-03-communications,64
UTL-02-cyber_defense,UTL-06-zone_operator,66
UTL-03-communications,UTL-02-cyber_defense,67
UTL-03-communications,UTL-14-cyber_defense,67
UTL-03-communications,UTL-27-communications,68
UTL-04-resource_allocation,UTL-00-zone_operator,42
UTL-04-resource_allocation,UTL-01-crew_dispatch,39
UTL-05-critical_load,UTL-06-zone_operator,49
UTL-05-critical_load,UTL-24-zone_operator,46
UTL-06-zone_operator,UTL-01-crew_dispatch,66
UTL-06-zone_operator,UTL-02-cyber_defense,66
UTL-06-zone_operator,UTL-05-critical_load,70
UTL-07-crew_dispatch,UTL-08-cyber_defense,71
UTL-07-crew_dispatch,UTL-09-communications,71
UTL-07-crew_dispatch,UTL-10-resource_allocation,70
UTL-07-crew_dispatch,UTL-11-critical_load,75
UTL-07-crew_dispatch,UTL-12-zone_operator,69
UTL-08-cyber_defense,UTL-07-crew_dispatch,51
UTL-08-cyber_defense,UTL-09-communications,56
UTL-08-cyber_defense,UTL-10-resource_allocation,53
UTL-08-cyber_defense,UTL-13-crew_dispatch,57
UTL-09-communications,UTL-07-crew_dispatch,64
UTL-09-communications,UTL-08-cyber_defense,65
UTL-09-communications,UTL-11-critical_load,68
UTL-10-resource_allocation,UTL-07-crew_dispatch,48
UTL-10-resource_allocation,UTL-08-cyber_defense,54
UTL-10-resource_allocation,UTL-12-zone_operator,51
UTL-11-critical_load,UTL-01-crew_dispatch,82
UTL-11-critical_load,UTL-07-crew_dispatch,78
UTL-11-critical_load,UTL-09-communications,83
UTL-11-critical_load,UTL-13-crew_dispatch,84
UTL-11-critical_load,UTL-20-cyber_defense,82
UTL-12-zone_operator,UTL-07-crew_dispatch,45
UTL-12-zone_operator,UTL-10-resource_allocation,45
UTL-13-crew_dispatch,UTL-08-cyber_defense,53
UTL-13-crew_dispatch,UTL-11-critical_load,51
UTL-14-cyber_defense,UTL-03-communications,100
UTL-14-cyber_defense,UTL-19-crew_dispatch,97
UTL-14-cyber_defense,UTL-23-critical_load,99
UTL-15-communications,UTL-16-resource_allocation,30
UTL-15-communications,UTL-18-zone_operator,28
UTL-16-resource_allocation,UTL-15-communications,54
UTL-16-resource_allocation,UTL-19-crew_dispatch,52
UTL-17-critical_load,UTL-19-crew_dispatch,40
UTL-18-zone_operator,UTL-15-communications,53
UTL-18-zone_operator,UTL-19-crew_dispatch,46
UTL-19-crew_dispatch,UTL-14-cyber_defense,88
UTL-19-crew_dispatch,UTL-16-resource_allocation,89
UTL-19-crew_dispatch,UTL-17-critical_load,91
UTL-19-crew_dispatch,UTL-18-zone_operator,91
UTL-19-crew_dispatch,UTL-20-cyber_defense,87
UTL-19-crew_dispatch,UTL-25-crew_dispatch,85
UTL-20-cyber_defense,UTL-11-critical_load,84
UTL-20-cyber_defense,UTL-19-crew_dispatch,78
UTL-21-communications,UTL-22-resource_allocation,36
UTL-21-communications,UTL-26-cyber_defense,32
UTL-22-resource_allocation,UTL-21-communications,42
UTL-22-resource_allocation,UTL-23-critical_load,38
UTL-23-critical_load,UTL-14-cyber_defense,77
UTL-23-critical_load,UTL-22-resource_allocation,78
UTL-23-critical_load,UTL-24-zone_operator,76
UTL-23-critical_load,UTL-26-cyber_defense,77
UTL-24-zone_operator,UTL-05-critical_load,52
UTL-24-zone_operator,UTL-23-critical_load,46
UTL-25-crew_dispatch,UTL-19-crew_dispatch,68
UTL-25-crew_dispatch,UTL-27-communications,65
UTL-26-cyber_defense,UTL-21-communications,63
UTL-26-cyber_defense,UTL-23-critical_load,58
UTL-26-cyber_defense,UTL-27-communications,62
UTL-27-communications,UTL-03-communications,60
UTL-27-communications,UTL-25-crew_dispatch,57
UTL-27-communications,UTL-26-cyber_defense,59
